gold_label,sentence1,sentence2
entailment,First you have to start then,third line first two dots
entailment,third line first two dots,here
entailment,here,Third third line I mean third column third row
entailment,Third third line I mean third column third row,Okay
entailment,Okay,buster here
entailment,buster here,Yes yeah
entailment,Yes yeah,yeah beekeeping here
entailment,yeah beekeeping here,very long to keep it next
entailment,very long to keep it next,Next to you horizontally next to that point origin
entailment,Next to you horizontally next to that point origin,Yes yeah
entailment,Yes yeah,heal and we do want to keep it next
entailment,heal and we do want to keep it next,summer in the corner of stopping right corner
entailment,summer in the corner of stopping right corner,yeah
entailment,yeah,yeah hot agenda no problem not quite
entailment,yeah hot agenda no problem not quite,ready for that
entailment,ready for that,No problem yeah This is my next
entailment,No problem yeah This is my next,hmm same as in the same in the descent left in
entailment,hmm same as in the same in the descent left in,A vertical line you
entailment,A vertical line you,know he
entailment,know he,left the Left corner
entailment,left the Left corner,Yes
entailment,Yes,I think this is your turn right
entailment,I think this is your turn right,huh yeah it's fine
entailment,huh yeah it's fine,yeah I will give it to
entailment,yeah I will give it to,me oh you'd have to change that
entailment,me oh you'd have to change that,yeah
entailment,yeah,it's your turn now
entailment,it's your turn now,shift over to chain
entailment,shift over to chain,it's my alka draw that here there
entailment,it's my alka draw that here there,huh
entailment,huh,Okay should I put this here
entailment,Okay should I put this here,Okay I think sorry it's my turn it on
entailment,Okay I think sorry it's my turn it on,yours
entailment,yours,Okay I really do want to keep me
entailment,Okay I really do want to keep me,In the middle in the middle right up the first two dogs okay
entailment,In the middle in the middle right up the first two dogs okay,yeah yours is an extreme
entailment,yeah yours is an extreme,Next one line
entailment,Next one line,Yes
entailment,Yes,column
entailment,column,column
entailment,column,There don't
entailment,There don't,Yes
entailment,Yes,Third column last two lines vertically downwards yeah word color thorough thorough
entailment,Third column last two lines vertically downwards yeah word color thorough thorough,here
entailment,here,No
entailment,No,Vertical lines or declines third third last I don't know no no
entailment,Vertical lines or declines third third last I don't know no no,Next
entailment,Next,Okay
entailment,Okay,We have two parallel red lines right
entailment,We have two parallel red lines right,Next to
entailment,Next to,No no no a dare dare to decide
entailment,No no no a dare dare to decide,he'll
entailment,he'll,Know next today
entailment,Know next today,yeah left no left
entailment,yeah left no left,It is
entailment,It is,Fourth column
entailment,Fourth column,know
entailment,know,This is the fourth column
entailment,This is the fourth column,From the third
entailment,From the third,to left
entailment,to left,Third you don't
entailment,Third you don't,know
entailment,know,here know
entailment,here know,Up to the Ts that one
entailment,Up to the Ts that one,yeah yes
entailment,yeah yes,yeah to keep me
entailment,yeah to keep me,Okay
entailment,Okay,calm
entailment,calm,down
entailment,down,This is
entailment,This is,me this is
entailment,me this is,Okay make it a square and
entailment,Okay make it a square and,one
entailment,one,This is just
entailment,This is just,me
entailment,me,ready to keep me next
entailment,ready to keep me next,Top at the top is the
entailment,Top at the top is the,Horizontal yes
entailment,Horizontal yes,Your score history my score is too okay
entailment,Your score history my score is too okay,Well just right to in my boxes and one your booklet is better it's
entailment,Well just right to in my boxes and one your booklet is better it's,Okay it's been in a number
entailment,Okay it's been in a number,is one item 345
entailment,is one item 345,and six
entailment,and six,yeah
entailment,yeah,Go ahead and make this grid or
